timestamp,index,detector,feature,value,expected_range,confidence,severity,technique,description,true_label
2023-03-23 02:00:00,1946,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7704.6,See rule definition,78,High,T0859 / T0855,Demand change of 302 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-23 04:00:00,1948,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8473.7,See rule definition,78,High,T0859 / T0855,Demand change of 569 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-24 03:00:00,1971,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7206.6,See rule definition,78,High,T0859 / T0855,Demand change of 352 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-24 04:00:00,1972,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8225.7,See rule definition,78,High,T0859 / T0855,Demand change of 1019 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-25 03:00:00,1995,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8053.3,See rule definition,78,High,T0859 / T0855,Demand change of 426 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-25 07:00:00,1999,Isolation Forest,multi-feature,-0.5941,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5941. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-03-26 00:00:00,2016,Isolation Forest,multi-feature,-0.5902,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5902. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-03-26 01:00:00,2017,Isolation Forest,multi-feature,-0.5854,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5854. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-03-26 02:00:00,2018,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8011.6,See rule definition,78,High,T0859 / T0855,Demand change of 670 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-26 04:00:00,2020,Isolation Forest,multi-feature,-0.5792,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5792. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-03-26 11:00:00,2027,Isolation Forest,multi-feature,-0.605,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6050. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-03-27 03:00:00,2043,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8530.2,See rule definition,78,High,T0859 / T0855,Demand change of 416 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-28 03:00:00,2067,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8527.7,See rule definition,78,High,T0859 / T0855,Demand change of 697 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-28 04:00:00,2068,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9176.0,See rule definition,78,High,T0859 / T0855,Demand change of 648 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-29 01:00:00,2089,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8139.3,See rule definition,78,High,T0859 / T0855,Demand change of 391 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-29 04:00:00,2092,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8787.8,See rule definition,78,High,T0859 / T0855,Demand change of 417 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-30 02:00:00,2114,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7841.8,See rule definition,78,High,T0859 / T0855,Demand change of 481 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-30 04:00:00,2116,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8301.7,See rule definition,78,High,T0859 / T0855,Demand change of 412 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-31 01:00:00,2137,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7624.3,See rule definition,78,High,T0859 / T0855,Demand change of 319 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-31 02:00:00,2138,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7300.2,See rule definition,78,High,T0859 / T0855,Demand change of 324 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-03-31 04:00:00,2140,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8209.3,See rule definition,78,High,T0859 / T0855,Demand change of 666 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-01 00:00:00,2160,Isolation Forest,multi-feature,-0.598,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5980. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-04-01 01:00:00,2161,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7490.0,See rule definition,78,High,T0859 / T0855,Demand change of 316 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-01 02:00:00,2162,Isolation Forest,multi-feature,-0.5762,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5762. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-04-01 03:00:00,2163,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8138.0,See rule definition,78,High,T0859 / T0855,Demand change of 412 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-01 04:00:00,2164,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8601.2,See rule definition,78,High,T0859 / T0855,Demand change of 463 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-01 23:00:00,2183,Isolation Forest,multi-feature,-0.5804,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5804. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-04-02 01:00:00,2185,Isolation Forest,multi-feature,-0.5891,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5891. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-04-02 02:00:00,2186,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7713.0,See rule definition,78,High,T0859 / T0855,Demand change of 337 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-02 03:00:00,2187,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8222.7,See rule definition,78,High,T0859 / T0855,Demand change of 510 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-02 04:00:00,2188,Isolation Forest,multi-feature,-0.5875,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5875. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-04-03 03:00:00,2211,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8683.7,See rule definition,78,High,T0859 / T0855,Demand change of 629 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-03 04:00:00,2212,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9114.7,See rule definition,78,High,T0859 / T0855,Demand change of 431 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-04 01:00:00,2233,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8326.9,See rule definition,78,High,T0859 / T0855,Demand change of 573 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-04 03:00:00,2235,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8755.7,See rule definition,78,High,T0859 / T0855,Demand change of 631 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-05 03:00:00,2259,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8424.8,See rule definition,78,High,T0859 / T0855,Demand change of 777 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-05 04:00:00,2260,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8826.6,See rule definition,78,High,T0859 / T0855,Demand change of 402 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-06 02:00:00,2282,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7995.7,See rule definition,78,High,T0859 / T0855,Demand change of 504 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-06 04:00:00,2284,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8331.5,See rule definition,78,High,T0859 / T0855,Demand change of 454 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-07 04:00:00,2308,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8348.1,See rule definition,78,High,T0859 / T0855,Demand change of 501 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-08 03:00:00,2331,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7992.1,See rule definition,78,High,T0859 / T0855,Demand change of 337 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-08 18:00:00,2346,Isolation Forest,multi-feature,-0.6063,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6063. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-04-09 02:00:00,2354,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8259.6,See rule definition,78,High,T0859 / T0855,Demand change of 659 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-09 05:00:00,2357,Isolation Forest,multi-feature,-0.5757,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5757. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-04-09 22:00:00,2374,Isolation Forest,multi-feature,-0.5756,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5756. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-04-10 02:00:00,2378,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8277.9,See rule definition,78,High,T0859 / T0855,Demand change of 353 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-10 03:00:00,2379,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8693.8,See rule definition,78,High,T0859 / T0855,Demand change of 416 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-11 03:00:00,2403,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8647.2,See rule definition,78,High,T0859 / T0855,Demand change of 331 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-11 04:00:00,2404,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9365.3,See rule definition,78,High,T0859 / T0855,Demand change of 718 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-12 01:00:00,2425,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8114.5,See rule definition,78,High,T0859 / T0855,Demand change of 416 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-12 04:00:00,2428,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9022.2,See rule definition,78,High,T0859 / T0855,Demand change of 573 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-13 04:00:00,2452,Z-Score,total_demand_mw,3813.6,3862–14783 MW,95,Critical,T0855 / T0826,Demand 3814 MW is -3.0σ from rolling mean.,Demand_Manipulation_Unauthorised_Command
2023-04-13 05:00:00,2453,IQR,total_demand_mw,3951.1,6524–11538 MW (hour 05:00),72,Critical,T0855 / T0826,Demand 3951 MW is outside IQR fence for hour 05:00 (6524–11538 MW).,Demand_Manipulation_Unauthorised_Command
2023-04-13 06:00:00,2454,IQR,total_demand_mw,15652.4,7244–11751 MW (hour 06:00),72,High,Unknown,Demand 15652 MW is outside IQR fence for hour 06:00 (7244–11751 MW).,Demand_Manipulation_Unauthorised_Command
2023-04-13 07:00:00,2455,IQR,total_demand_mw,16641.9,7507–12457 MW (hour 07:00),72,High,Unknown,Demand 16642 MW is outside IQR fence for hour 07:00 (7507–12457 MW).,Demand_Manipulation_Unauthorised_Command
2023-04-14 02:00:00,2474,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7721.7,See rule definition,78,High,T0859 / T0855,Demand change of 481 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-14 03:00:00,2475,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8081.4,See rule definition,78,High,T0859 / T0855,Demand change of 360 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-15 00:00:00,2496,Isolation Forest,multi-feature,-0.5921,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5921. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-04-15 02:00:00,2498,Isolation Forest,multi-feature,-0.5919,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5919. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-04-15 04:00:00,2500,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8563.0,See rule definition,78,High,T0859 / T0855,Demand change of 425 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-16 01:00:00,2521,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8454.7,See rule definition,78,High,T0859 / T0855,Demand change of 583 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-16 04:00:00,2524,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8967.9,See rule definition,78,High,T0859 / T0855,Demand change of 610 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-17 03:00:00,2547,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8616.2,See rule definition,78,High,T0859 / T0855,Demand change of 441 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-17 04:00:00,2548,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9282.6,See rule definition,78,High,T0859 / T0855,Demand change of 666 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-18 04:00:00,2572,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9080.8,See rule definition,78,High,T0859 / T0855,Demand change of 575 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-19 02:00:00,2594,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8411.4,See rule definition,78,High,T0859 / T0855,Demand change of 309 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-19 04:00:00,2596,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8781.0,See rule definition,78,High,T0859 / T0855,Demand change of 654 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-20 03:00:00,2619,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8458.2,See rule definition,78,High,T0859 / T0855,Demand change of 453 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-21 01:00:00,2641,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7519.8,See rule definition,78,High,T0859 / T0855,Demand change of 306 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-21 03:00:00,2643,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7903.9,See rule definition,78,High,T0859 / T0855,Demand change of 320 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-22 02:00:00,2666,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8001.5,See rule definition,78,High,T0859 / T0855,Demand change of 589 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-22 04:00:00,2668,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8629.0,See rule definition,78,High,T0859 / T0855,Demand change of 705 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-23 03:00:00,2691,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8439.1,See rule definition,78,High,T0859 / T0855,Demand change of 440 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-23 04:00:00,2692,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8863.9,See rule definition,78,High,T0859 / T0855,Demand change of 425 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-24 02:00:00,2714,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8558.1,See rule definition,78,High,T0859 / T0855,Demand change of 507 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-24 04:00:00,2716,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9280.0,See rule definition,78,High,T0859 / T0855,Demand change of 872 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-25 02:00:00,2738,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8832.9,See rule definition,78,High,T0859 / T0855,Demand change of 394 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-26 02:00:00,2762,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8487.8,See rule definition,78,High,T0859 / T0855,Demand change of 472 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-26 04:00:00,2764,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9003.6,See rule definition,78,High,T0859 / T0855,Demand change of 518 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-27 04:00:00,2788,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8542.1,See rule definition,78,High,T0859 / T0855,Demand change of 512 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-28 04:00:00,2812,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8773.0,See rule definition,78,High,T0859 / T0855,Demand change of 799 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-29 04:00:00,2836,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8938.8,See rule definition,78,High,T0859 / T0855,Demand change of 781 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-04-30 02:00:00,2858,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8460.0,See rule definition,78,High,T0859 / T0855,Demand change of 449 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-01 02:00:00,2882,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8448.1,See rule definition,78,High,T0859 / T0855,Demand change of 461 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-01 03:00:00,2883,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8934.4,See rule definition,78,High,T0859 / T0855,Demand change of 486 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-02 01:00:00,2905,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8577.2,See rule definition,78,High,T0859 / T0855,Demand change of 466 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-02 04:00:00,2908,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9186.9,See rule definition,78,High,T0859 / T0855,Demand change of 490 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-04 03:00:00,2955,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8641.9,See rule definition,78,High,T0859 / T0855,Demand change of 759 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-05 01:00:00,2977,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7537.0,See rule definition,78,High,T0859 / T0855,Demand change of 321 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-05 02:00:00,2978,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7964.8,See rule definition,78,High,T0859 / T0855,Demand change of 428 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-05 04:00:00,2980,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8570.7,See rule definition,78,High,T0859 / T0855,Demand change of 383 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-06 03:00:00,3003,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8614.5,See rule definition,78,High,T0859 / T0855,Demand change of 711 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-06 12:00:00,3012,Isolation Forest,multi-feature,-0.6062,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6062. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-05-07 01:00:00,3025,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8044.6,See rule definition,78,High,T0859 / T0855,Demand change of 343 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-07 03:00:00,3027,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8691.8,See rule definition,78,High,T0859 / T0855,Demand change of 348 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-08 03:00:00,3051,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8785.6,See rule definition,78,High,T0859 / T0855,Demand change of 414 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-08 04:00:00,3052,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9242.3,See rule definition,78,High,T0859 / T0855,Demand change of 457 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-09 01:00:00,3073,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8796.5,See rule definition,78,High,T0859 / T0855,Demand change of 315 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-05-09 03:00:00,3075,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9287.8,See rule definition,78,High,T0859 / T0855,Demand change of 741 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
